dn,dist,play_type,result,gain/loss,odk,off,def,td,xp,2pt,fg,sm_score,opponent_score,differential,yard_ln,hash,series,off_str,off_form,off_play,play_direction,ret_yards,team,opp_team,home,away,play_#,qtr,personnel,motion,motion_dir,passer_jersey,passer_name,receiver_jersey,receiver_name,rusher_jersey,rusher_name,backfield,eff,opp_rusher,opp_passer,opp_receiver,comment,tempo,protection,def_call,fs_jersey,fs_name,fs_grd,rb*_jersey,rb*_name,rb*_grade,play_category,km_notes,ball_carrier_jersey,ball_carrier_name,bs,stud_grd,concept,2_min_o,rpo,def_front,blitz,game,game_id,play_id,game_seconds_remaining,score_differential,yardline_100,play_type_encoded
1,10,Pass,Incomplete,0.0,O,SMHS,OLU,,,,,0,0,0,-35,R,1,R,DBLS,SPECIAL,L,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,2,1,,X OVER,L,,,,,,,STR,N,,,,,,83,,,,,22.0,"Jaion ""Duce"" Smith",0.0,PLAY ACTION,,,,,,,,,,,Orange Lutheran High School,8,1,,0,135,1.0
2,10,Run,Rush,-2.0,O,SMHS,OLU,,,,,0,0,0,-35,R,1,R,DBLS,BUCKEYE,R,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,3,1,,,,,,,,,,STR,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RUN,,1.0,John Gazzaniga,,,,,,,,Orange Lutheran High School,8,2,,0,135,0.0
3,12,Pass,Complete,15.0,O,SMHS,OLU,,,,,0,0,0,-33,R,1,L,TREO,SPARKY,R,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,4,1,,,,,,,,,,WK,Y,,,,,,62,,,,,22.0,"Jaion ""Duce"" Smith",1.0,DROPBACK,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Orange Lutheran High School,8,3,,0,133,1.0
1,10,Run,Rush,0.0,O,SMHS,OLU,,,,,0,0,0,-48,R,1,L,TREO,JAYHAWK,L,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,5,1,,,,,,,,,,WK,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RPO,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Orange Lutheran High School,8,4,,0,148,0.0
2,10,Pass,Rush,8.0,O,SMHS,OLU,,,,,0,0,0,-48,R,1,L,TREO,LION,R,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,6,1,,,,,,,,,,WK,Y,,,,,,SCAT,,,,,22.0,"Jaion ""Duce"" Smith",0.0,QUICK,,1.0,John Gazzaniga,,,,,,,,Orange Lutheran High School,8,5,,0,148,1.0
3,2,Pass,Incomplete,0.0,O,SMHS,OLU,,,,,0,0,0,44,R,1,L,KING,KANSAS,R,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,7,1,,,,,,,,,,P,N,,,,,,,,,,,,,1.0,RUN,,,,,,,,,,,Orange Lutheran High School,8,6,,0,56,1.0
4,2,Run,Rush,4.0,O,SMHS,OLU,,,,,0,0,0,44,R,1,L,DIAPER,Q OHIO,R,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,8,1,,,,,,,,,,EMPTY,Y,,,,,,,,,,,,,1.0,Q RUN,,1.0,John Gazzaniga,,,,,,,,Orange Lutheran High School,8,7,,0,56,0.0
1,10,Pass,Complete,4.0,O,SMHS,OLU,,,,,0,0,0,40,R,1,BAL,ACE,BULL NOW,L,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,9,1,BASE,,,,,,,,,P,Y,,,,,1.0,,,,,,,,1.0,RPO,,,,,,,,,,,Orange Lutheran High School,8,8,,0,60,1.0
2,6,Pass,Scramble,0.0,O,SMHS,OLU,,,,,0,0,0,36,L,1,BAL,ACE,B OPTION,L,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,10,1,,BOY,R,,,,,,,,N,,,,,,SCAT,,,,,22.0,"Jaion ""Duce"" Smith",0.0,QUICK,,1.0,John Gazzaniga,,,,,,,,Orange Lutheran High School,8,9,,0,64,1.0
3,6,Pass,Incomplete,0.0,O,SMHS,OLU,,,,,0,0,0,36,L,1,BAL,OPEN,SPOT,R,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,11,1,,ZIN,L,,,,,,,,N,,,,,,SCAT,,,,,,,1.0,QUICK,,,,,,,,,,,Orange Lutheran High School,8,10,,0,64,1.0
4,6,,Timeout,0.0,O,SMHS,OLU,,,,,0,0,0,36,L,1,,TREY,FREEZE,,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,12,1,,,R,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,Orange Lutheran High School,8,11,,0,64,
4,6,,Penalty,-5.0,O,SMHS,OLU,,,,,0,0,0,36,L,1,L,FIB,,,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,13,1,,BLAST,R,,,,,,,WK,N,,,,,,,,,,,,,,,,,,,,,,,,,Orange Lutheran High School,8,12,,0,64,
1,10,Pass,Complete,35.0,O,SMHS,OLU,,,,,0,0,0,-32,L,2,,DIAPER,CALI,L,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,27,1,,,,,,,,,,EMPTY,Y,,,,,,SCAT,,,,,,,1.0,DROPBACK,,16.0,Joaquin Cooke,,,,,,,,Orange Lutheran High School,8,13,,0,132,1.0
1,10,Pass,Incomplete,0.0,O,SMHS,OLU,,,,,0,0,0,33,L,2,R,DIAPER,CALI,R,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,28,1,,,,,,,,,,EMPTY,N,,,,,,SCAT,,,,,,,1.0,DROPBACK,,,,,,,,,,,Orange Lutheran High School,8,14,,0,67,1.0
2,10,Pass,Incomplete,0.0,O,SMHS,OLU,,,,,0,0,0,33,L,2,R,EMPTY,STICK B OPTION,R,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,29,1,,,,,,,,,,EMPTY,N,,,,,,SCAT,,,,,,,0.0,QUICK,,,,,,,,,,,Orange Lutheran High School,8,15,,0,67,1.0
3,10,Run,Rush,-2.0,O,SMHS,OLU,,,,,0,0,0,33,L,2,R,HOUSE,Q OHIO,R,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,30,1,,,,,,,,,,EMPTY,N,,,,,,,,,,,,,0.0,Q RUN,,1.0,John Gazzaniga,,,,,,,,Orange Lutheran High School,8,16,,0,67,0.0
4,12,,Penalty,-5.0,O,SMHS,OLU,,,,,0,0,0,35,L,2,R,DIAPER,FREEZE,,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,31,1,,,,,,,,,,EMPTY,N,,,,,15.0,,,,,,,,,,,,,,,,,,,,Orange Lutheran High School,8,17,,0,65,
1,10,Run,Rush,5.0,O,SMHS,OLU,,,,,0,3,-3,-17,L,3,BAL,ACE,BULL NOW,L,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,50,2,BASE,,,,,,,,,P,Y,,,,,1.0,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,RPO,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Orange Lutheran High School,8,18,,-3,117,0.0
2,5,Run,Rush,7.0,O,SMHS,OLU,,,,,0,3,-3,-22,L,3,R,NUB,LA,L,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,51,2,,,,,,,,,,P,Y,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,RPO,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Orange Lutheran High School,8,19,,-3,122,0.0
1,10,Pass,Sack,-2.0,O,SMHS,OLU,,,,,0,3,-3,-29,L,3,BAL,OPEN,NASCAR 2,R,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,52,2,,,,,,,,,,,N,,,,,2.0,63,,,,,22.0,"Jaion ""Duce"" Smith",1.0,DROPBACK,,1.0,John Gazzaniga,,,,,,,,Orange Lutheran High School,8,20,,-3,129,1.0
2,12,Pass,Incomplete,0.0,O,SMHS,OLU,,,,,0,3,-3,-27,L,3,R,EMPTY,STREAKS B UNDER,L,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,53,2,,,,,,,,,,EMPTY,N,,,,,,SCAT,,,,,,,1.0,DROPBACK,,,,,,,,,,,Orange Lutheran High School,8,21,,-3,127,1.0
3,12,Pass,Sack,-4.0,O,SMHS,OLU,,,,,0,3,-3,-27,L,3,R,TREO,BOW,R,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,54,2,,,,,,,,,,WK,N,,,,,,63,,,,,,,0.0,DROPBACK,,1.0,John Gazzaniga,,,,,,,,Orange Lutheran High School,8,22,,-3,127,1.0
1,10,,Rush,-1.0,O,SMHS,OLU,,,,,0,3,-3,-6,L,4,,,VICTORY,,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,70,2,VICTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange Lutheran High School,8,23,,-3,106,
1,10,Pass,Complete,6.0,O,SMHS,OLU,,,,,0,10,-10,-19,L,5,BAL,ACE,BULL NOW,L,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,80,3,BASE,,,,,,,,,P,Y,,,,,1.0,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RPO,,,,,,,,,,,Orange Lutheran High School,8,24,,-10,119,1.0
2,4,Pass,Complete,3.0,O,SMHS,OLU,,,,,0,10,-10,-25,L,5,R,NUB,LA,R,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,81,3,,,,,,,,,,P,Y,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RPO,,,,,,,,,,,Orange Lutheran High School,8,25,,-10,125,1.0
3,1,Run,Rush,17.0,O,SMHS,OLU,,,,,0,10,-10,-28,R,5,L,DUMBO,LIMO,L,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,82,3,,,,,,,,,,P,Y,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,RPO,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Orange Lutheran High School,8,26,,-10,128,0.0
1,10,Pass,Complete,10.0,O,SMHS,OLU,,,,,0,10,-10,-45,M,5,BAL,ACE,BULL NOW,R,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,83,3,BASE,,,,,,,,,P,Y,,,,,1.0,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RPO,,18.0,Davide Morales,,,,,,,,Orange Lutheran High School,8,27,,-10,145,1.0
1,10,Run,Rush,2.0,O,SMHS,OLU,,,,,0,10,-10,45,R,5,R,NUB FIB,LA,L,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,84,3,,,,,,,,,,P,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RPO,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Orange Lutheran High School,8,28,,-10,55,0.0
2,8,Run,Rush,5.0,O,SMHS,OLU,,,,,0,10,-10,43,L,5,BAL,ACE,BULL NOW,L,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,85,3,BASE,,,,,,,,,P,Y,,,,,1.0,,,,,,22.0,"Jaion ""Duce"" Smith",1.0,RPO,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Orange Lutheran High School,8,29,,-10,57,0.0
3,3,Pass,Complete,-1.0,O,SMHS,OLU,,,,,0,10,-10,38,L,5,R,DUMBO,HUMMER,R,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,86,3,,,,,,,,,,P,N,,,,,,,,,,,,,1.0,RPO,,,,,,,,,,,Orange Lutheran High School,8,30,,-10,62,1.0
4,4,Pass,Complete,7.0,O,SMHS,OLU,,,,,0,10,-10,39,R,5,L,TREO,GATOR,L,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,87,3,,,,,,,,,,WK,Y,,,,,,SCAT,,,,,,,1.0,QUICK,,,,,,,,,,,Orange Lutheran High School,8,31,,-10,61,1.0
1,10,Pass,"Complete, TD",32.0,O,SMHS,OLU,1.0,,,,6,10,-4,32,M,5,R,DEUCE,BULL BUBBLE,R,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,88,3,,,,,,,,,,P,Y,,,,,,,,,,,,,1.0,RPO,,,,,,,,,,,Orange Lutheran High School,8,32,,-4,68,1.0
1,10,Run,Rush,2.0,O,SMHS,OLU,,,,,7,10,-3,-36,R,6,R,FIB,FLYER,R,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,93,3,,FLY,L,,,,,,,WK,N,,,,,,,,,,,,,0.0,Q RUN,,1.0,John Gazzaniga,,,,,,,,Orange Lutheran High School,8,33,,-3,136,0.0
2,8,Pass,Complete,4.0,O,SMHS,OLU,,,,,7,10,-3,-38,R,6,R,NUB FIB,LA,R,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,94,3,,,,,,,,,,P,Y,,,,,,,,,,,,,1.0,RPO,,,,,,,,,,,Orange Lutheran High School,8,34,,-3,138,1.0
3,4,Pass,Rush,3.0,O,SMHS,OLU,,,,,7,10,-3,-42,R,6,L,EMPTY,GATOR,R,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,95,3,,,,,,,,,,EMPTY,N,,,,,,SCAT,,,,,,,0.0,QUICK,,1.0,John Gazzaniga,,,,,,,,Orange Lutheran High School,8,35,,-3,142,1.0
4,1,Run,Rush,0.0,O,SMHS,OLU,,,,,7,10,-3,-45,R,6,L,DUMBO,LIMO,L,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,96,3,,,,,,,,,,P,N,,,,,,,,,,,,,0.0,RPO,,,,,,,,,,,Orange Lutheran High School,8,36,,-3,145,0.0
1,10,Run,Rush,2.0,O,SMHS,OLU,,,,,7,10,-3,-37,L,7,R,DAISY STACK,KANSAS,L,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,102,3,,,,,,,,,,P,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Orange Lutheran High School,8,37,,-3,137,0.0
2,8,Pass,Incomplete,0.0,O,SMHS,OLU,,,,,7,10,-3,-39,L,7,R,TREO,CALI,R,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,103,3,,TOE,,,,,,,,EMPTY,N,,,,,,SCAT,,,,,22.0,"Jaion ""Duce"" Smith",1.0,DROPBACK,,,,,,,,,,,Orange Lutheran High School,8,38,,-3,139,1.0
3,8,Pass,Incomplete,0.0,O,SMHS,OLU,,,,,7,10,-3,-39,L,7,R,FIB,OTTER,R,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,104,3,,BLAST,,,,,,,,STR,N,,,,,,ROCKET,,,,,22.0,"Jaion ""Duce"" Smith",1.0,MOVEMENT,,,,,,,,,,,Orange Lutheran High School,8,39,,-3,139,1.0
2,14,Pass,Complete,21.0,O,SMHS,OLU,,,,,7,10,-3,36,R,8,L,DAISY,STREAKS,R,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,110,3,,,,,,,,,,WK,Y,,,,,,83,,,,,22.0,"Jaion ""Duce"" Smith",1.0,DROPBACK,,,,,,,,,,,Orange Lutheran High School,8,40,,-3,64,1.0
1,10,Run,Rush,-4.0,O,SMHS,OLU,,,,,7,10,-3,15,R,8,L,KING,INDIANA,R,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,111,3,,,,,,,,,,P,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Orange Lutheran High School,8,41,,-3,85,0.0
2,14,Pass,Incomplete,0.0,O,SMHS,OLU,,,,,7,10,-3,19,R,8,,QUEEN,CLIPPER,L,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,112,3,,,,,,,,,,,N,,,,,,94,,,,,22.0,"Jaion ""Duce"" Smith",0.0,PLAY ACTION,,,,,,,,,,,Orange Lutheran High School,8,42,,-3,81,1.0
3,14,Pass,Interception,,O,SMHS,OLU,,,,,7,10,-3,19,R,8,L,DIAPER,DRAGON,R,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,113,3,,,,,,,,,,EMPTY,N,,,,,,SCAT,,,,,,,,DROPBACK,,,,,,,,,,,Orange Lutheran High School,8,43,,-3,81,1.0
1,10,Pass,Complete,1.0,O,SMHS,OLU,,,,,7,10,-3,23,R,9,R,TREY,ALCATRAZ,R,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,127,4,,,L,,,,,,,WK,N,,,,,,FREMONT ALCATRAZ,,,,,,,1.0,SCREEN,,,,,,,,,,,Orange Lutheran High School,8,44,,-3,77,1.0
2,9,Pass,Incomplete,0.0,O,SMHS,OLU,,,,,7,10,-3,22,R,9,BAL,OPEN,HOOK SWITCH,L,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,128,4,,,,,,,,,,,N,,,,,,63,,,,,,,1.0,DROPBACK,,,,,,,,,,,Orange Lutheran High School,8,45,,-3,78,1.0
3,9,Run,Rush,0.0,O,SMHS,OLU,,,,,7,10,-3,22,R,9,BAL,ACE,BULL NOW,L,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,129,4,BASE,,,,,,,,,P,N,,,,,1.0,,,,,,,,0.0,RPO,,,,,,,,,,,Orange Lutheran High School,8,46,,-3,78,0.0
1,10,Pass,Incomplete,0.0,O,SMHS,OLU,,,,,10,13,-3,-17,R,10,L,DIAPER,CALI,R,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,141,4,,,,,,,,,,EMPTY,N,,,,,,THOR,,,,,,,,DROPBACK,,,,,,,,,,,Orange Lutheran High School,8,47,,-3,117,1.0
2,10,Pass,Complete,32.0,O,SMHS,OLU,,,,,10,13,-3,-17,R,10,L,DIAPER,CALI,L,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,142,4,,X OVER,,,,,,,,EMPTY,Y,,,,,,SCAT,,,,,,,,DROPBACK,,,,,,,,,,,Orange Lutheran High School,8,48,,-3,117,1.0
1,10,Pass,Incomplete,0.0,O,SMHS,OLU,,,,,10,13,-3,-49,M,10,BAL,OPEN,NASCAR 4,R,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,143,4,,,,,,,,,,,N,,,,,4.0,63,,,,,22.0,"Jaion ""Duce"" Smith",1.0,DROPBACK,,,,,,,,,,,Orange Lutheran High School,8,49,,-3,149,1.0
2,10,Pass,Scramble,13.0,O,SMHS,OLU,,,,,10,13,-3,-49,M,10,L,TREO,WATER,L,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,144,4,,,,,,,,,,WK,Y,,,,,,SCAT,,,,,22.0,"Jaion ""Duce"" Smith",1.0,DROPBACK,,1.0,John Gazzaniga,,,,,,,,Orange Lutheran High School,8,50,,-3,149,1.0
1,10,Pass,Sack,-7.0,O,SMHS,OLU,,,,,10,13,-3,38,L,10,R,TREO,CHAPPELLE,R,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,145,4,,,,,,,,,,WK,N,,,,,,SCAT,,,,,22.0,"Jaion ""Duce"" Smith",1.0,QUICK,,1.0,John Gazzaniga,,,,,,,,Orange Lutheran High School,8,51,,-3,62,1.0
2,17,Pass,Sack,-4.0,O,SMHS,OLU,,,,,10,13,-3,45,M,10,R,TREO,DAGGER,L,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,146,4,,,,,,,,,,STR,N,,,,,,62,,,,,22.0,"Jaion ""Duce"" Smith",0.0,DROPBACK,,1.0,John Gazzaniga,,,,,,,,Orange Lutheran High School,8,52,,-3,55,1.0
3,21,Pass,Incomplete,0.0,O,SMHS,OLU,,,,,10,13,-3,49,L,10,R,TREO,,R,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,147,4,,,,,,,,,,STR,N,,,,,,,,,,,,,,,,,,,,,,,,,Orange Lutheran High School,8,53,,-3,51,1.0
3,26,Pass,Rush,19.0,O,SMHS,OLU,,,,,10,13,-3,-44,L,10,R,TREO,FLOOD,R,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,148,4,,,,,,,,,,STR,N,,,,,,ROPE,,,,,22.0,"Jaion ""Duce"" Smith",1.0,MOVEMENT,,1.0,John Gazzaniga,,,,,,,,Orange Lutheran High School,8,54,,-3,144,1.0
4,7,Pass,Complete,0.0,O,SMHS,OLU,,,,,10,13,-3,35,R,10,L,TREO,CHAPPELLE,L,,SMHS,Orange Lutheran High School,Orange Lutheran High School,SMHS,149,4,,,,,,,,,,WK,N,,,,,,ROY,,,,,22.0,"Jaion ""Duce"" Smith",1.0,QUICK,,,,,,,,,,,Orange Lutheran High School,8,55,,-3,65,1.0
1,10,Run,Rush,2.0,O,SMHS,JSERRA,,,,,0,0,0,-20,R,1,L,NUB,RENO,R,,SMHS,JSerra Catholic High School,SMHS,JSerra Catholic High School,2,1,BASE,,,,,,,22.0,"Jaion ""Duce"" Smith",WK,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RPO,,22.0,"Jaion ""Duce"" Smith",,,,,,,,JSerra Catholic High School,2,1,,0,120,0.0
2,8,Pass,Complete,3.0,O,SMHS,JSERRA,,,,,0,0,0,-22,R,1,L,DIAMOND,DIAMOND,L,,SMHS,JSerra Catholic High School,SMHS,JSerra Catholic High School,3,1,BASE,,,1.0,John Gazzaniga,4.0,Trent Mosley,,,EMPTY,N,,,,,,DIAMOND,,,,,22.0,"Jaion ""Duce"" Smith",1.0,PRO,,4.0,Trent Mosley,,,,,,,,JSerra Catholic High School,2,2,,0,122,1.0
3,5,Pass,Sack,-13.0,O,SMHS,JSERRA,,,,,0,0,0,-25,L,1,R,CLAMP,HOOK SWITCH,L,,SMHS,JSerra Catholic High School,SMHS,JSerra Catholic High School,4,1,BASE,FOOT,,1.0,John Gazzaniga,,,,,WK,N,,,,,,SCAT,,,,,22.0,"Jaion ""Duce"" Smith",1.0,DROPBACK,,1.0,John Gazzaniga,,,,,,,,JSerra Catholic High School,2,3,,0,125,1.0
1,10,Pass,Complete,6.0,O,SMHS,JSERRA,,,,,0,7,-7,-20,R,2,L,TREO,FOLSOM,L,,SMHS,JSerra Catholic High School,SMHS,JSerra Catholic High School,20,1,BASE,BUMP,,1.0,John Gazzaniga,4.0,Trent Mosley,,,WK,Y,,,,,,FOLSOM,,,,,22.0,"Jaion ""Duce"" Smith",1.0,SCREEN,,4.0,Trent Mosley,,,,,,,,JSerra Catholic High School,2,4,,-7,120,1.0
2,4,Pass,Complete,4.0,O,SMHS,JSERRA,,,,,0,7,-7,-26,L,2,R,NUB,MISSOURI,R,,SMHS,JSerra Catholic High School,SMHS,JSerra Catholic High School,21,1,BASE,,,1.0,John Gazzaniga,4.0,Trent Mosley,,,STR,Y,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RPO,,4.0,Trent Mosley,,,,,,,,JSerra Catholic High School,2,5,,-7,126,1.0
1,10,Pass,Complete,12.0,O,SMHS,JSERRA,,,,,0,7,-7,-30,R,2,L,NUB,RENO,L,,SMHS,JSerra Catholic High School,SMHS,JSerra Catholic High School,22,1,BASE,,,1.0,John Gazzaniga,4.0,Trent Mosley,,,WK,Y,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RPO,,4.0,Trent Mosley,,,,,,,,JSerra Catholic High School,2,6,,-7,130,1.0
1,10,Run,Rush,1.0,O,SMHS,JSERRA,,,,,0,7,-7,-42,L,2,R,TREO,OHIO,L,,SMHS,JSerra Catholic High School,SMHS,JSerra Catholic High School,23,1,BASE,,,,,,,22.0,"Jaion ""Duce"" Smith",STR,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RPO,,22.0,"Jaion ""Duce"" Smith",,,,,,,,JSerra Catholic High School,2,7,,-7,142,0.0
2,9,Run,Rush,1.0,O,SMHS,JSERRA,,,,,0,7,-7,-43,M,2,R,ALL OVER,IOWA,L,,SMHS,JSerra Catholic High School,SMHS,JSerra Catholic High School,24,1,BASE,,,,,,,1.0,John Gazzaniga,WK,N,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",0.0,RUN,,1.0,John Gazzaniga,,,,,,,,JSerra Catholic High School,2,8,,-7,143,0.0
3,8,Pass,Complete,8.0,O,SMHS,JSERRA,,,,,0,7,-7,-44,L,2,R,TREO,CHAPPELLE,R,,SMHS,JSerra Catholic High School,SMHS,JSerra Catholic High School,25,1,BASE,,,1.0,John Gazzaniga,4.0,Trent Mosley,,,WK,Y,,,,,,SCAT,,,,,22.0,"Jaion ""Duce"" Smith",1.0,QUICK,,4.0,Trent Mosley,,,,,,,,JSerra Catholic High School,2,9,,-7,144,1.0
1,10,Pass,Incomplete,0.0,O,SMHS,JSERRA,,,,,0,7,-7,48,R,2,L,EMPTY,STREAKS B UNDER,L,,SMHS,JSerra Catholic High School,SMHS,JSerra Catholic High School,26,1,BASE,,,1.0,John Gazzaniga,4.0,Trent Mosley,,,EMPTY,N,,,,,,SCAT,,,,,,,1.0,DROPBACK,,,,,,,,,,,JSerra Catholic High School,2,10,,-7,52,1.0
2,10,Run,Rush,6.0,O,SMHS,JSERRA,,,,,0,7,-7,48,M,2,L,NUB,MISSOURI,R,,SMHS,JSerra Catholic High School,SMHS,JSerra Catholic High School,27,1,BASE,,,,,,,,,STR,Y,,,,,,,,,,,,,1.0,RPO,,,,,,,,,,,JSerra Catholic High School,2,11,,-7,52,0.0
3,4,,Timeout,0.0,O,SMHS,JSERRA,,,,,0,7,-7,42,M,2,,NUB,,,,SMHS,JSerra Catholic High School,SMHS,JSerra Catholic High School,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JSerra Catholic High School,2,12,,-7,58,
3,4,Pass,Complete,12.0,O,SMHS,JSERRA,,,,,0,7,-7,42,M,2,R,CLAMP,SMASH,R,,SMHS,JSerra Catholic High School,SMHS,JSerra Catholic High School,29,1,BASE,,,1.0,John Gazzaniga,,,,,STR,Y,,,,,,63,,,,,,,1.0,PLAY ACTION,,,,,,,,,,,JSerra Catholic High School,2,13,,-7,58,1.0
1,10,Pass,Complete,6.0,O,SMHS,JSERRA,,,,,0,7,-7,30,R,2,L,NUB STACK,OHIO,L,,SMHS,JSerra Catholic High School,SMHS,JSerra Catholic High School,30,1,BASE,,,1.0,John Gazzaniga,4.0,Trent Mosley,,,WK,Y,,,,,,,,,,,,,1.0,RPO,,4.0,Trent Mosley,,,,,,,,JSerra Catholic High School,2,14,,-7,70,1.0
2,4,Pass,Incomplete,12.0,O,SMHS,JSERRA,,,,,0,7,-7,24,L,2,R,TREY STACK,FLICKER,R,,SMHS,JSerra Catholic High School,SMHS,JSerra Catholic High School,31,2,BASE,,,1.0,John Gazzaniga,4.0,Trent Mosley,,,WK,Y,,,,,,94,,,,,22.0,"Jaion ""Duce"" Smith",1.0,SPECIAL,,,,,,,,,,,JSerra Catholic High School,2,15,,-7,76,1.0
1,10,Run,Rush,3.0,O,SMHS,JSERRA,,,,,0,7,-7,12,L,2,BAL,POPEYE,POWER,L,,SMHS,JSerra Catholic High School,SMHS,JSerra Catholic High School,32,2,POPEYE,,,,,,,4.0,Trent Mosley,,N,,,,,,,,,,,,,,RUN,,4.0,Trent Mosley,,,,,,,,JSerra Catholic High School,2,16,,-7,88,0.0
