dn,dist,play_type,result,gain/loss,odk,off,def,td,xp,2pt,fg,sm_score,opponent_score,differential,yard_ln,hash,series,off_str,off_form,off_play,play_direction,ret_yards,team,opp_team,home,away,play_#,qtr,personnel,motion,motion_dir,passer_jersey,passer_name,receiver_jersey,receiver_name,rusher_jersey,rusher_name,backfield,eff,opp_rusher,opp_passer,opp_receiver,comment,tempo,protection,def_call,fs_jersey,fs_name,fs_grd,rb*_jersey,rb*_name,rb*_grade,play_category,km_notes,ball_carrier_jersey,ball_carrier_name,bs,stud_grd,concept,2_min_o,rpo,def_front,blitz,game,game_id,play_id,game_seconds_remaining,score_differential,yardline_100,play_type_encoded
2,7,Pass,Complete,8.0,O,SMHS,MDHS,,,,,10,33,-23,-27,L,9,R,HOUSE,CALI X-WORM,L,,SMHS,Mater Dei High School,SMHS,Mater Dei High School,115,4,BASE,,,1.0,John Gazzaniga,27.0,Luke Acquanita,,,EMPTY,Y,,,,,,SCAT,,,,,,,,DROPBACK,,87.0,Fisher Melton,,,,,,,,Mater Dei High School,5,37,,-23,127,1.0
1,10,Run,Rush,12.0,O,SMHS,MDHS,,,,,10,33,-23,-35,L,9,BAL,SOLO OFF,INDIANA F-FLAT,L,,SMHS,Mater Dei High School,SMHS,Mater Dei High School,116,4,BASE,,,,,,,22.0,"Jaion ""Duce"" Smith",,Y,,,,,,,,,,,,,,RPO,,22.0,"Jaion ""Duce"" Smith",,,,,F FLAT,,,Mater Dei High School,5,38,,-23,135,0.0
1,10,Run,Rush,3.0,O,SMHS,MDHS,,,,,10,33,-23,-47,L,9,R,CLAMP,OHIO,L,,SMHS,Mater Dei High School,SMHS,Mater Dei High School,117,4,BASE,,R,,,,,22.0,"Jaion ""Duce"" Smith",WK,N,,,,,,,,,,,,,,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Mater Dei High School,5,39,,-23,147,0.0
2,7,Pass,Penalty,15.0,O,SMHS,MDHS,,,,,10,33,-23,50,L,9,R,HOUSE,STREAKS B UNDER,R,,SMHS,Mater Dei High School,SMHS,Mater Dei High School,118,4,SPEED,,,1.0,John Gazzaniga,5.0,Logan Hirou,,,EMPTY,Y,,,,,,SCAT,,,,,,,,DROPBACK,,,,,,,,,,,Mater Dei High School,5,40,,-23,50,1.0
1,10,Pass,Complete,9.0,O,SMHS,MDHS,,,,,10,33,-23,35,L,9,BAL,SOLO OFF,INDIANA F-FLAT,L,,SMHS,Mater Dei High School,SMHS,Mater Dei High School,119,4,BASE,,,1.0,John Gazzaniga,,,,,,Y,,,,,,,,,,,,,,RPO,,,,,,,,F FLAT,,,Mater Dei High School,5,41,,-23,65,1.0
2,1,Run,Rush,3.0,O,SMHS,MDHS,,,,,10,33,-23,26,L,9,L,FIB,INDIANA,L,,SMHS,Mater Dei High School,SMHS,Mater Dei High School,120,4,BASE,,,,,,,22.0,"Jaion ""Duce"" Smith",WK,Y,,,,,,,,,,,,,,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Mater Dei High School,5,42,,-23,74,0.0
1,10,Pass,Scramble,3.0,O,SMHS,MDHS,,,,,10,33,-23,23,L,9,R,TREY,NIKE BAIL,R,,SMHS,Mater Dei High School,SMHS,Mater Dei High School,121,4,BASE,,R,1.0,John Gazzaniga,,,,,P,N,,,,,,NIKE,,,,,,,,SCREEN,,1.0,John Gazzaniga,,,,,,,,Mater Dei High School,5,43,,-23,77,1.0
2,7,Pass,Complete,9.0,O,SMHS,MDHS,,,,,10,33,-23,20,R,9,L,BUNCH,COMET,L,,SMHS,Mater Dei High School,SMHS,Mater Dei High School,122,4,BASE,FLIP,L,1.0,John Gazzaniga,,,,,WK,Y,,,,,,SCAT,,,,,,,,QUICK,,,,,,,,,,,Mater Dei High School,5,44,,-23,80,1.0
1,10,,Timeout,0.0,O,SMHS,MDHS,,,,,10,33,-23,11,L,9,,DBLS,SHALLOW,,,SMHS,Mater Dei High School,SMHS,Mater Dei High School,123,4,BASE,,,,,,,,,,N,,,,,,SCAT,,,,,,,,,,,,,,,,,,,Mater Dei High School,5,45,,-23,89,
1,10,Pass,Incomplete,0.0,O,SMHS,MDHS,,,,,10,33,-23,11,L,9,R,EMPTY,STITCH,R,,SMHS,Mater Dei High School,SMHS,Mater Dei High School,124,4,BASE,,,1.0,John Gazzaniga,,,,,EMPTY,N,,,,,,SCAT,,,,,,,,QUICK,,,,,,,,,,,Mater Dei High School,5,46,,-23,89,1.0
2,10,Pass,Incomplete,0.0,O,SMHS,MDHS,,,,,10,33,-23,11,L,9,L,QUEEN,HOOSIER,R,,SMHS,Mater Dei High School,SMHS,Mater Dei High School,125,4,BASE,X OVER,R,1.0,John Gazzaniga,16.0,Joaquin Cooke,,,WK,N,,,,,,,,,,,,,,RPO,,,,,,,,F SLICE,,,Mater Dei High School,5,47,,-23,89,1.0
3,10,Run,Rush,2.0,O,SMHS,MDHS,,,,,10,33,-23,11,L,9,R,CLAMP,INDIANA,L,,SMHS,Mater Dei High School,SMHS,Mater Dei High School,126,4,BASE,FOOT,R,,,,,22.0,"Jaion ""Duce"" Smith",WK,N,,,,,,,,,,,,,,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,,,Mater Dei High School,5,48,,-23,89,0.0
4,8,Pass,"Complete, TD",9.0,O,SMHS,MDHS,1.0,,,,16,33,-17,9,L,9,R,EMPTY,NAIL B-OPTION,R,,SMHS,Mater Dei High School,SMHS,Mater Dei High School,127,4,BASE,,,1.0,John Gazzaniga,,,,,EMPTY,Y,,,,,,SCAT,,,,,,,,QUICK,,,,,,,,,,,Mater Dei High School,5,49,,-17,91,1.0
1,10,Pass,Penalty,15.0,O,SMHS,MDHS,,,,,18,40,-22,-20,M,10,R,HOUSE,CALI,L,,SMHS,Mater Dei High School,SMHS,Mater Dei High School,145,4,BASE,,,1.0,John Gazzaniga,,,,,EMPTY,Y,,,,,,SCAT,,,,,,,,DROPBACK,,,,,,,Y,,,,Mater Dei High School,5,50,,-22,120,1.0
1,10,Pass,Penalty,0.0,O,SMHS,MDHS,,,,,18,40,-22,-35,L,10,R,TREY,NIKE THROWBACK,L,,SMHS,Mater Dei High School,SMHS,Mater Dei High School,146,4,BASE,FLIP,,1.0,John Gazzaniga,,,,,P,Y,,,,,,NIKE,,,,,,,,NAKED,,,,,,,Y,,,,Mater Dei High School,5,51,,-22,135,1.0
1,10,Pass,Incomplete,0.0,O,SMHS,MDHS,,,,,18,40,-22,50,L,10,R,HOUSE,CALI,L,,SMHS,Mater Dei High School,SMHS,Mater Dei High School,147,4,BASE,,,9.0,James Johnson,,,,,P,N,,,,,,SCAT,,,,,,,,DROPBACK,,,,,,,Y,,,,Mater Dei High School,5,52,,-22,50,1.0
2,10,Run,Rush,0.0,O,SMHS,MDHS,,,,,18,40,-22,50,L,10,R,HOUSE,Q OHIO,R,,SMHS,Mater Dei High School,SMHS,Mater Dei High School,148,4,BASE,,,,,,,9.0,James Johnson,P,N,,,,,,,,,,,,,,Q RUN,,9.0,James Johnson,,,,Y,,,,Mater Dei High School,5,53,,-22,50,0.0
1,10,Run,Rush,2.0,O,SMHS,SJB,,,,,0,0,0,-2,M,1,R,BUNCH,INDIANA,L,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,12,1,BASE,SPIRIT,L,,,,,22.0,"Jaion ""Duce"" Smith",WK,N,,,,,,,,,,,,,,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,EVEN,,St. John Bosco High School,10,1,,0,102,0.0
2,8,Run,Rush,4.0,O,SMHS,SJB,,,,,0,0,0,-4,L,1,L,FIB,DETROIT,L,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,13,1,12,,,,,,,22.0,"Jaion ""Duce"" Smith",P,Y,,,,,,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",,,,,,WIDE,BUCK A,St. John Bosco High School,10,2,,0,104,0.0
3,4,Run,Rush,5.0,O,SMHS,SJB,,,,,0,0,0,-8,L,1,L,TREY,SMOKE,L,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,14,1,BASE,FLIP,R,,,,,22.0,"Jaion ""Duce"" Smith",WK,Y,,,,,,ROCKET,,,,,,,,MOVEMENT,,22.0,"Jaion ""Duce"" Smith",,,,,,EVEN,,St. John Bosco High School,10,3,,0,108,0.0
1,10,Run,Rush,1.0,O,SMHS,SJB,,,,,0,0,0,-13,L,1,R,SPLIT,OHIO,R,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,15,1,BASE,,,,,,,1.0,John Gazzaniga,SPLIT,N,,,,,,,,,,,,,,RUN,,1.0,John Gazzaniga,,,,,,EVEN,,St. John Bosco High School,10,4,,0,113,0.0
2,9,Pass,Incomplete,0.0,O,SMHS,SJB,,,,,0,0,0,-14,M,1,R,EMPTY,DISK SUN,L,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,16,1,BASE,,,1.0,John Gazzaniga,,,,,EMPTY,N,,,,,,SCAT,,,,,,,,QUICK,,,,,,,,,OVER,NEX,St. John Bosco High School,10,5,,0,114,1.0
3,9,Pass,Complete,21.0,O,SMHS,SJB,,,,,0,0,0,-14,M,1,R,TREO,IPOD,R,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,17,1,BASE,,,1.0,John Gazzaniga,16.0,Joaquin Cooke,,,WK,Y,,,,,,,,,,,,,,DROPBACK,,16.0,Joaquin Cooke,,,,,,BEAR,TACKLE LOOP,St. John Bosco High School,10,6,,0,114,1.0
1,10,Run,Penalty,-5.0,O,SMHS,SJB,,,,,0,0,0,-35,R,1,R,FIB,RENO,R,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,18,1,12,,,,,,,22.0,"Jaion ""Duce"" Smith",WK,N,,,,,,,,,,,,,,RPO,,22.0,"Jaion ""Duce"" Smith",,,,,,TITE WON,,St. John Bosco High School,10,7,,0,135,0.0
1,15,Pass,Sack,-9.0,O,SMHS,SJB,,,,,0,0,0,-30,R,1,L,BUNCH,SPECIAL,L,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,19,1,BASE,FLIP,L,1.0,John Gazzaniga,,,,,WK,N,,,,,,62,,,,,,,,DROPBACK,,,,,,,,,UNDER,ETX,St. John Bosco High School,10,8,,0,130,1.0
2,24,Pass,Complete,5.0,O,SMHS,SJB,,,,,0,0,0,-21,R,1,L,TREY,Q PHILLY,L,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,20,1,BASE,B WEST,L,1.0,John Gazzaniga,27.0,Luke Acquanita,,,WK,N,,,,,,,,,,,,,,RPO,,22.0,"Jaion ""Duce"" Smith",,,,,,ODD WON,,St. John Bosco High School,10,9,,0,121,1.0
3,19,Pass,Interception,,O,SMHS,SJB,,,,,0,0,0,-26,L,1,R,HOUSE,SUMO,L,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,21,1,BASE,,,1.0,John Gazzaniga,,,,,EMPTY,N,,,,,,,,,,,,,,DROPBACK,,,,,,,,,ODD WON,,St. John Bosco High School,10,10,,0,126,1.0
1,10,Run,Rush,2.0,O,SMHS,SJB,,,,,0,0,0,-18,M,2,L,DEUCE,PHILLY,L,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,29,1,,BLAST,,,,,,22.0,"Jaion ""Duce"" Smith",STR,N,,,,,,,,,,,,,,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,UNDER,,St. John Bosco High School,10,11,,0,118,0.0
2,8,Run,Rush,0.0,O,SMHS,SJB,,,,,0,0,0,-20,M,2,R,TREY,CHUCKIE,L,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,30,1,,,,,,,,1.0,John Gazzaniga,WK,N,,,,,,,,,,,,,,RUN,,1.0,John Gazzaniga,,,,,,OVER,,St. John Bosco High School,10,12,,0,120,0.0
3,8,Pass,Sack,-7.0,O,SMHS,SJB,,,,,0,0,0,-20,L,2,R,WIDE BUNCH,COAST Z-POST,R,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,31,2,,,,1.0,John Gazzaniga,,,,,WK,N,,,,,,63,,,,,,,,DROPBACK,,1.0,John Gazzaniga,,,,,,BEAR,WILL LOOP,St. John Bosco High School,10,13,,0,120,1.0
1,10,Run,Rush,13.0,O,SMHS,SJB,,,,,0,0,0,-10,M,3,L,FIB,TROJAN,L,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,42,2,,,,,,,,22.0,"Jaion ""Duce"" Smith",P,Y,,,,,,,,,,,,,,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,OVER WON,,St. John Bosco High School,10,14,,0,110,0.0
1,10,Pass,Scramble,5.0,O,SMHS,SJB,,,,,0,0,0,-23,L,3,L,FIB,NIKE,R,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,43,2,,,,1.0,John Gazzaniga,,,1.0,John Gazzaniga,P,Y,,,,,,NIKE,,,,,,,,NAKED,,1.0,John Gazzaniga,,,,,,EVEN WON,,St. John Bosco High School,10,15,,0,123,1.0
2,5,Run,Rush,9.0,O,SMHS,SJB,,,,,0,0,0,-28,R,3,R,FIB,INDIANA,R,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,44,2,,,,,,,,22.0,"Jaion ""Duce"" Smith",WK,Y,,,,,,,,,,,,,,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,EVEN,MIKE A,St. John Bosco High School,10,16,,0,128,0.0
1,10,Run,Rush,6.0,O,SMHS,SJB,,,,,0,0,0,-37,R,3,R,FIB,DETROIT,L,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,45,2,,,,,,,,22.0,"Jaion ""Duce"" Smith",P,Y,,,,,,,,,,,,,,,,22.0,"Jaion ""Duce"" Smith",,,,,,ODD WON,,St. John Bosco High School,10,17,,0,137,0.0
2,4,Run,Rush,5.0,O,SMHS,SJB,,,,,0,0,0,-43,M,3,R,FIB,OHIO,L,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,46,2,,,,,,,,1.0,John Gazzaniga,WK,Y,,,,,,,,,,,,,,RUN,,1.0,John Gazzaniga,,,,,,ODD SON,,St. John Bosco High School,10,18,,0,143,0.0
1,10,Pass,Complete,32.0,O,SMHS,SJB,,,,,0,0,0,-48,L,3,R,EMPTY,B OPTION,L,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,47,2,,,,1.0,John Gazzaniga,,,,,EMPTY,Y,,,,,,SCAT,,,,,,,,QUICK,,,,,,,,,ODD,SAM C,St. John Bosco High School,10,19,,0,148,1.0
1,10,Run,Rush,3.0,O,SMHS,SJB,,,,,0,0,0,20,L,3,L,TREY,TROJAN,L,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,48,2,,,,,,,,,,P,N,,,,,,,,,,,,,,RUN,,,,,,,,,ODD,,St. John Bosco High School,10,20,,0,80,0.0
2,7,Run,Rush,-2.0,O,SMHS,SJB,,,,,0,0,0,17,L,3,R,DEUCE,CHEESESTEAK,L,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,49,2,,,,,,,,,,SPLIT,N,,,,,,,,,,,,,,RUN,,,,,,,,,EVEN,,St. John Bosco High School,10,21,,0,83,0.0
3,9,Pass,Incomplete,0.0,O,SMHS,SJB,,,,,0,0,0,19,L,3,R,EMPTY,JAGUAR,L,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,50,2,,,,1.0,John Gazzaniga,22.0,"Jaion ""Duce"" Smith",,,EMPTY,N,,,,,,,,,,,,,,DROPBACK,,,,,,,,,OVER,,St. John Bosco High School,10,22,,0,81,1.0
1,10,Pass,Complete,6.0,O,SMHS,SJB,,,,,0,0,0,-20,M,4,R,EMPTY,B OPTION,L,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,59,2,,,,1.0,John Gazzaniga,,,,,EMPTY,Y,,,,,,SCAT,,,,,,,,QUICK,,,,,,,,,OVER,,St. John Bosco High School,10,23,,0,120,1.0
2,4,Pass,Incomplete,0.0,O,SMHS,SJB,,,,,0,0,0,-26,L,4,R,EMPTY,DISK HARLEY,L,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,60,2,,,,1.0,John Gazzaniga,,,,,EMPTY,N,,,,,,SCAT,,,,,,,,QUICK,,,,,,,,,ODD,,St. John Bosco High School,10,24,,0,126,1.0
1,10,Pass,Incomplete,0.0,O,SMHS,SJB,,,,,0,0,0,-34,R,5,R,FIB,COAST X-POST,R,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,64,2,,,,1.0,John Gazzaniga,16.0,Joaquin Cooke,,,WK,N,,,,,,63,,,,,,,,DROPBACK,,,,,,,,,UNDER,,St. John Bosco High School,10,25,,0,134,1.0
2,10,Run,Rush,0.0,O,SMHS,SJB,,,,,0,0,0,-34,R,5,R,FIB,OHIO,L,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,65,2,,,,,,,,,,STR,N,,,,,,,,,,,,,,RUN,,,,,,,,,ODD,SAM C,St. John Bosco High School,10,26,,0,134,0.0
1,10,Pass,Complete,30.0,O,SMHS,SJB,,,,,0,0,0,-20,M,6,R,DAISY,PHILLY CASPER POST,R,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,67,3,,,,9.0,James Johnson,,,,,WK,Y,,,,,,PHILLY CASPER,,,,,,,,SPECIAL,,,,,,,,,OVER,,St. John Bosco High School,10,27,,0,120,1.0
1,10,Run,Rush,3.0,O,SMHS,SJB,,,,,0,0,0,50,M,6,L,TRIPLE,CHUCKIE,R,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,68,3,,FLY,L,,,,,1.0,John Gazzaniga,EMPTY,N,,,,,,,,,,,,,,RUN,,1.0,John Gazzaniga,,,,,,OVER,,St. John Bosco High School,10,28,,0,50,0.0
2,7,Pass,Incomplete,0.0,O,SMHS,SJB,,,,,0,0,0,47,M,6,L,TREY,Q PHILLY,L,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,69,3,,B WEST,L,1.0,John Gazzaniga,1.0,John Gazzaniga,,,WK,N,,,,,,,,,,,,,,RPO,,,,,,,,,OVER,,St. John Bosco High School,10,29,,0,53,1.0
3,7,Run,Rush,-5.0,O,SMHS,SJB,,,,,0,0,0,47,M,6,R,FIB,TOLEDO,R,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,70,3,,,,,,,,22.0,"Jaion ""Duce"" Smith",P,N,,,,,,,,,,,,,,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,OVER,,St. John Bosco High School,10,30,,0,53,0.0
1,10,Run,Rush,-1.0,O,SMHS,SJB,,,,,0,0,0,45,M,7,L,TREY,PHILLY,R,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,76,3,,,,,,,,22.0,"Jaion ""Duce"" Smith",STR,N,,,,,,,,,,,,,,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,OVER,,St. John Bosco High School,10,31,,0,55,0.0
2,11,Pass,Complete,2.0,O,SMHS,SJB,,,,,0,0,0,46,R,7,L,TREY,ALCATRAZ,R,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,77,3,,,L,1.0,John Gazzaniga,,,,,STR,N,,,,,,LASER,,,,,,,,SCREEN,,,,,,,,,OVER,MIKE A,St. John Bosco High School,10,32,,0,54,1.0
3,9,Pass,Incomplete,0.0,O,SMHS,SJB,,,,,0,0,0,44,R,7,L,TREO,LEVELS STICK,L,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,78,3,,,,1.0,John Gazzaniga,,,,,WK,N,,,,,,SCAT,,,,,,,,QUICK,,,,,,,,,EVEN,MIKE A,St. John Bosco High School,10,33,,0,56,1.0
1,10,Run,Rush,3.0,O,SMHS,SJB,,,,,0,0,0,-33,R,8,BAL,SOLO OFF,INDIANA,L,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,88,3,,,,,,,,22.0,"Jaion ""Duce"" Smith",,N,,,,,,,,,,,,,,RUN,,,,,,,,,EVEN,,St. John Bosco High School,10,34,,0,133,0.0
2,7,,Penalty,-5.0,O,SMHS,SJB,,,,,0,0,0,-36,M,8,,,,,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,89,3,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,St. John Bosco High School,10,35,,0,136,
2,12,Run,Rush,2.0,O,SMHS,SJB,,,,,0,0,0,-31,M,8,R,FIB,HOOSIER,L,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,90,3,,,,,,,,,,WK,N,,,,,,,,,,,,,,RPO,,,,,,,,,OVER,,St. John Bosco High School,10,36,,0,131,0.0
3,10,Pass,Complete,8.0,O,SMHS,SJB,,,,,0,0,0,-33,M,8,L,TREO,SUMO,L,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,91,3,,,,1.0,John Gazzaniga,81.0,Luke Gazzaniga,,,WK,N,,,,,,,,,,,,,,DROPBACK,,81.0,Luke Gazzaniga,,,,,,BEAR,END LOOP,St. John Bosco High School,10,37,,0,133,1.0
1,10,Run,Rush,2.0,O,SMHS,SJB,,,,,0,0,0,-6,M,9,L,TREY,PACER,L,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,98,3,,FLIP,L,,,,,,,WK,N,,,,,,,,,,,,,,RUN,,,,,,,,,OVER,,St. John Bosco High School,10,38,,0,106,0.0
2,8,Run,Rush,2.0,O,SMHS,SJB,,,,,0,0,0,-8,M,9,L,TREY,PURDUE,R,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,99,3,,,,,,,,,,WK,N,,,,,,,,,,,,,,RUN,,,,,,,,,OVER,,St. John Bosco High School,10,39,,0,108,0.0
3,6,Pass,Complete,7.0,O,SMHS,SJB,,,,,0,0,0,-10,M,9,BAL,ACE,COCO,R,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,100,4,,,,1.0,John Gazzaniga,,,,,,Y,,,,,,62,,,,,,,,DROPBACK,,,,,,,,,OVER,MIKE B,St. John Bosco High School,10,40,,0,110,1.0
1,10,Run,Rush,-1.0,O,SMHS,SJB,,,,,0,0,0,-17,R,9,R,FIB,TROJAN,R,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,101,4,,,,,,,,22.0,"Jaion ""Duce"" Smith",P,N,,,,,,,,,,,,,,RUN,,,,,,,,,OVER,,St. John Bosco High School,10,41,,0,117,0.0
2,11,Run,Rush,5.0,O,SMHS,SJB,,,,,0,0,0,-16,R,9,R,FIB,INDIANA X-GHOST,R,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,102,4,,,,,,,,,,WK,N,,,,,,,,,,,,,,RUN,,,,,,,,,EVEN,MIKE C,St. John Bosco High School,10,42,,0,116,0.0
3,6,Pass,Incomplete,0.0,O,SMHS,SJB,,,,,0,0,0,-21,R,9,L,TREO,CHAPPELLE,L,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,103,4,,,,1.0,John Gazzaniga,87.0,Fisher Melton,,,WK,N,,,,,,SCAT,,,,,,,,QUICK,,,,,,,,,BEAR,END LOOP,St. John Bosco High School,10,43,,0,121,1.0
1,10,Run,Rush,5.0,O,SMHS,SJB,,,,,0,0,0,-11,R,10,L,SPLIT,PHILLY,R,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,111,4,21,,,,,,,22.0,"Jaion ""Duce"" Smith",SPLIT,Y,,,,,,,,,,,,,,RUN,,22.0,"Jaion ""Duce"" Smith",,,,,,EVEN,MIKE B,St. John Bosco High School,10,44,,0,111,0.0
2,5,Run,Rush,0.0,O,SMHS,SJB,,,,,0,0,0,-16,R,10,L,SPLIT,CHUCKIE,L,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,112,4,,,,,,,,22.0,"Jaion ""Duce"" Smith",SPLIT,N,,,,,,,,,,,,,,RUN,,,,,,,,,EVEN,,St. John Bosco High School,10,45,,0,116,0.0
3,5,Run,Rush,-4.0,O,SMHS,SJB,,,,,0,0,0,-16,M,10,L,TREY,FLYER,R,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,113,4,,,,,,,,,,P,N,,,,,,,,,,,,,,RUN,,81.0,Luke Gazzaniga,,,,,,OVER SUP,,St. John Bosco High School,10,46,,0,116,0.0
1,10,Pass,Incomplete,0.0,O,SMHS,SJB,,,,,0,7,-7,-26,M,11,R,DEUCE,DAGGER,R,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,117,4,,BLAST,,1.0,John Gazzaniga,,,,,WK,N,,,,,,84,,,,,,,,PLAY ACTION,,,,,,,,,UNDER,,St. John Bosco High School,10,47,,-7,126,1.0
2,10,Run,Rush,5.0,O,SMHS,SJB,,,,,0,7,-7,-26,M,11,R,TREO,RAT,L,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,118,4,,B EAST,R,,,,,1.0,John Gazzaniga,WK,Y,,,,,,RAT,,,,,,,,PRO,,1.0,John Gazzaniga,,,,,,UNDER,NEX,St. John Bosco High School,10,48,,-7,126,0.0
3,5,Pass,Incomplete,0.0,O,SMHS,SJB,,,,,0,7,-7,-31,L,11,L,FIB,SATURN,L,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,119,4,,,,1.0,John Gazzaniga,81.0,Luke Gazzaniga,,,WK,N,,,,,,,,,,,,,,DROPBACK,,,,,,,,,OVER,MIKE C,St. John Bosco High School,10,49,,-7,131,1.0
1,10,Pass,Complete,3.0,O,SMHS,SJB,,,,,0,13,-13,-20,M,12,L,TREO,Tyreek,L,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,127,4,,BOX,,1.0,John Gazzaniga,7.0,Jayden Crowder,,,STR,N,,,,,,SCAT,,,,,,,,DROPBACK,,7.0,Jayden Crowder,,,,,,OVER,,St. John Bosco High School,10,50,,-13,120,1.0
2,7,Pass,Incomplete,0.0,O,SMHS,SJB,,,,,0,13,-13,-23,L,12,R,HOUSE,CALI,R,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,128,4,,,,1.0,John Gazzaniga,81.0,Luke Gazzaniga,,,EMPTY,N,,,,,,SCAT,,,,,,,,DROPBACK,,,,,,,,,WIDE,,St. John Bosco High School,10,51,,-13,123,1.0
3,7,Pass,Incomplete,0.0,O,SMHS,SJB,,,,,0,13,-13,-23,L,12,R,QUADS,Tyreek,R,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,129,4,,,,1.0,John Gazzaniga,,,,,EMPTY,N,,,,,,SCAT,,,,,,,,DROPBACK,,,,,,,,,ODD,SAM C,St. John Bosco High School,10,52,,-13,123,1.0
4,7,,Penalty,5.0,O,SMHS,SJB,,,,,0,13,-13,-23,L,12,R,QUADS,FREEZE,,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,130,4,,,,,,,,,,EMPTY,Y,,,,,5.0,,,,,,,,,,,,,,,,,,,,St. John Bosco High School,10,53,,-13,123,
4,2,,Penalty,-5.0,O,SMHS,SJB,,,,,0,13,-13,-28,L,12,R,HOUSE,OHIO STICK,,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,131,4,,,,,,,,,,EMPTY,N,,,,,,,,,,,,,,RPO,,,,,,,,,,,St. John Bosco High School,10,54,,-13,128,
4,10,Pass,Incomplete,0.0,O,SMHS,SJB,,,,,0,13,-13,-23,L,12,R,HOUSE,TON,R,,SMHS,St. John Bosco High School,St. John Bosco High School,SMHS,132,4,,,,1.0,John Gazzaniga,,,,,EMPTY,N,,,,,,THOR,,,,,,,,DROPBACK,,,,,,,,,,ETX SAM,St. John Bosco High School,10,55,,-13,123,1.0
